Date-Time,Date ∇,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
2017-10-09 21:00:00,09/10/2017,21Z,25.2,93%,1005.7 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,5.4(24h),-,-,Few clouds
2017-10-10 00:00:00,10/10/2017,00Z,25.0,94%,1006.0 Hpa,0º (N),0.0,5/8,2/8 SC,AC,-,5.4(24h),-,-,Cloudy
2017-10-10 03:00:00,10/10/2017,03Z,30.6,67%,1007.8 Hpa,180º (S ),3.7,3/8,-,3/8 AC,-,5.4(24h),-,24.6,Scattered clouds
2017-10-10 06:00:00,10/10/2017,06Z,32.0,62%,1007.4 Hpa,180º (S),5.4,5/8,5/8 SC,-,-,5.4(24h),-,-,Cloudy
2017-10-10 09:00:00,10/10/2017,09Z,32.8,63%,1004.2 Hpa,230º (SW),3.7,5/8,4/8 SC,-,-,-,-,-,Cloudy
2017-10-10 12:00:00,10/10/2017,12Z,30.4,72%,1004.3 Hpa,230º (SW),3.6,6/8,5/8 SC,AC,-,-,33.3,-,Cloudy
2017-10-10 15:00:00,10/10/2017,15Z,29.0,89%,1006.1 Hpa,180º (S ),3.7,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2017-10-10 18:00:00,10/10/2017,18Z,28.2,87%,1006.6 Hpa,0º (N),0.0,5/8,3/8 SC,AS,-,-,-,-,Cloudy
2017-10-10 21:00:00,10/10/2017,21Z,27.4,92%,1006.1 Hpa,0º (N),0.0,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2017-10-11 00:00:00,11/10/2017,00Z,26.8,95%,1005.2 Hpa,0º (N),0.0,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2017-10-11 03:00:00,11/10/2017,03Z,30.0,74%,1007.4 Hpa,180º (S),3.6,6/8,5/8 SC,AC,-,-,-,26.0,Cloudy
2017-10-11 06:00:00,11/10/2017,06Z,32.6,64%,1005.7 Hpa,230º (SW),3.6,6/8,5/8 SC,AC,-,-,-,-,Cloudy
2017-10-11 09:00:00,11/10/2017,09Z,33.0,59%,1003.6 Hpa,340º (N ),5.6,5/8,4/8 SC,AC,-,-,-,-,Cloudy
2017-10-11 12:00:00,11/10/2017,12Z,31.0,74%,1003.8 Hpa,280º (W),3.6,3/8,2/8 SC,AC,-,-,34.3,-,Scattered clouds
2017-10-11 15:00:00,11/10/2017,15Z,30.4,82%,1005.7 Hpa,230º (SW),1.9,4/8,3/8 SC,AC,-,-,-,-,Scattered clouds
2017-10-11 18:00:00,11/10/2017,18Z,28.2,82%,1006.5 Hpa,280º (W),1.8,4/8,2/8 SC,AS,-,-,-,-,Scattered clouds
2017-10-12 00:00:00,12/10/2017,00Z,26.9,94%,1006.1 Hpa,0º (N),0.0,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2017-10-12 06:00:00,12/10/2017,06Z,32.0,66%,1005.6 Hpa,280º (W),1.8,5/8,4/8 SC,AS,-,-,-,-,Cloudy
2017-10-12 09:00:00,12/10/2017,09Z,32.1,62%,1002.8 Hpa,270º (W),3.6,6/8,4/8 SC,-,CI,-,-,-,Cloudy
2017-10-12 12:00:00,12/10/2017,12Z,30.0,74%,1003.6 Hpa,0º (N),0.0,6/8,3/8 SC,AC,CI,-,33.2,-,Cloudy
2017-10-12 15:00:00,12/10/2017,15Z,28.8,90%,1005.4 Hpa,180º (S),1.8,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2017-10-12 18:00:00,12/10/2017,18Z,28.0,50205%,1005.8 Hpa,0º (N),0.0,4/8,4/8 SC,-,-,-,-,-,Scattered clouds
2017-10-12 21:00:00,12/10/2017,21Z,27.3,92%,1004.8 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2017-10-13 00:00:00,13/10/2017,00Z,26.6,96%,1005.2 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-10-13 03:00:00,13/10/2017,03Z,29.4,72%,1007.3 Hpa,calm.,,2/8,2/8 SC,-,-,-,-,26.5,Few clouds
2017-10-13 06:00:00,13/10/2017,06Z,31.9,63%,1005.6 Hpa,calm.,,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2017-10-13 09:00:00,13/10/2017,09Z,32.0,62%,1002.6 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2017-10-13 12:00:00,13/10/2017,12Z,30.2,69%,1003.2 Hpa,0º (N),0.0,3/8,1/8 SC,-,CI,-,33.0,-,Scattered clouds
2017-10-13 15:00:00,13/10/2017,15Z,28.6,85%,1004.7 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-10-13 18:00:00,13/10/2017,18Z,27.6,91%,1005.1 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-10-13 21:00:00,13/10/2017,21Z,26.9,94%,1005.1 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-10-14 00:00:00,14/10/2017,00Z,26.2,93%,1005.6 Hpa,0º (N),0.0,4/8,2/8 SC,AS,-,-,-,-,Scattered clouds
2017-10-14 03:00:00,14/10/2017,03Z,29.0,79%,1008.0 Hpa,calm.,,3/8,3/8 SC,-,-,-,-,26.0,Scattered clouds
2017-10-14 06:00:00,14/10/2017,06Z,31.3,61%,1006.7 Hpa,180º (S),3.6,4/8,4/8 SC,-,-,-,-,-,Scattered clouds
2017-10-14 09:00:00,14/10/2017,09Z,32.4,57%,1003.3 Hpa,180º (S),3.6,4/8,4/8 SC,-,-,-,-,-,Scattered clouds
2017-10-14 12:00:00,14/10/2017,12Z,30.2,73%,1003.5 Hpa,180º (S),3.6,3/8,-,2/8 AS,CI,-,32.8,-,Scattered clouds
2017-10-14 15:00:00,14/10/2017,15Z,28.5,81%,1004.7 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-10-14 18:00:00,14/10/2017,18Z,27.8,89%,1004.8 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-10-14 21:00:00,14/10/2017,21Z,27.2,93%,1004.7 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-10-15 00:00:00,15/10/2017,00Z,27.2,93%,1004.7 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-10-15 09:00:00,15/10/2017,09Z,33.0,63%,1003.7 Hpa,280º (W),1.8,4/8,4/8 SC,-,-,-,-,-,Scattered clouds
2017-10-15 12:00:00,15/10/2017,12Z,30.2,73%,1003.6 Hpa,300º (NW),1.8,1/8,-,1/8 AC,-,-,33.4,-,Few clouds
2017-10-15 15:00:00,15/10/2017,15Z,28.6,85%,1005.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-10-15 18:00:00,15/10/2017,18Z,27.4,81%,1006.0 Hpa,0º (N),0.0,2/8,-,2/8 AC,-,-,-,-,Few clouds
2017-10-15 21:00:00,15/10/2017,21Z,26.8,89%,1006.1 Hpa,0º (N),0.0,3/8,2/8 SC,AS,-,-,-,-,Scattered clouds
2017-10-16 00:00:00,16/10/2017,00Z,26.3,92%,1006.2 Hpa,0º (N),0.0,4/8,2/8 SC,AS,-,-,-,-,Scattered clouds
2017-10-16 03:00:00,16/10/2017,03Z,29.6,76%,1007.7 Hpa,230º (SW),1.8,2/8,-,2/8 AS,-,-,-,26.2,Few clouds
2017-10-16 06:00:00,16/10/2017,06Z,32.0,59%,1005.9 Hpa,310º (NW),3.6,3/8,-,-,-,-,-,-,Scattered clouds
2017-10-16 09:00:00,16/10/2017,09Z,32.3,61%,1002.7 Hpa,360º (N),5.4,4/8,3/8 SC,AC,-,-,-,-,Scattered clouds
2017-10-16 12:00:00,16/10/2017,12Z,30.4,68%,1002.8 Hpa,360º (N),5.4,4/8,3/8 SC,AC,-,-,33.3,-,Scattered clouds
2017-10-16 15:00:00,16/10/2017,15Z,29.0,79%,1004.8 Hpa,50º (NE),3.6,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-10-16 21:00:00,16/10/2017,21Z,26.2,93%,1005.7 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-10-17 00:00:00,17/10/2017,00Z,25.6,96%,1005.7 Hpa,0º (N),0.0,2/8,-,2/8 AC,-,-,-,-,Few clouds
2017-10-17 06:00:00,17/10/2017,06Z,32.7,64%,1005.5 Hpa,130º (SE),5.4,3/8,2/8 SC,AC,-,-,-,-,Scattered clouds
2017-10-17 09:00:00,17/10/2017,09Z,34.4,58%,1002.6 Hpa,130º (SE),3.6,5/8,2/8 SC,AC,CI,-,-,-,Cloudy
2017-10-17 12:00:00,17/10/2017,12Z,32.4,65%,1002.8 Hpa,0º (N),0.0,5/8,3/8 SC,AC,-,-,35.3,-,Cloudy
2017-10-17 15:00:00,17/10/2017,15Z,30.4,82%,1005.7 Hpa,0º (N),0.0,4/8,2/8 SC,AC,-,-,-,-,Scattered clouds
2017-10-17 18:00:00,17/10/2017,18Z,28.8,95%,1006.1 Hpa,0º (N),0.0,4/8,2/8 SC,AC,-,-,-,-,Scattered clouds
2017-10-17 21:00:00,17/10/2017,21Z,26.0,94%,1006.6 Hpa,90º (E),3.6,6/8,3/8 SC,AS,-,-,-,-,Cloudy
2017-10-18 00:00:00,18/10/2017,00Z,24.6,96%,1007.4 Hpa,90º (E),5.4,8/8,4/8 SC,AS,-,-,-,-,Overcast
2017-10-18 03:00:00,18/10/2017,03Z,26.2,87%,1008.6 Hpa,0º (N),0.0,6/8,3/8 SC,AS,-,1.4(24h),-,24.4,Cloudy
2017-10-18 06:00:00,18/10/2017,06Z,31.2,74%,1007.2 Hpa,090º (E ),3.7,6/8,2/8 SC,AC,CI,1.0(2h),-,-,Cloudy
2017-10-18 09:00:00,18/10/2017,09Z,32.0,66%,1004.5 Hpa,0º (N),0.0,6/8,2/8 SC,AS,-,1.4(24h),-,-,Cloudy
2017-10-18 12:00:00,18/10/2017,12Z,30.0,79%,1004.8 Hpa,0º (N),0.0,5/8,2/8 SC,AC,CI,1.4(24h),32.5,-,Cloudy
2017-10-18 15:00:00,18/10/2017,15Z,29.0,89%,1007.7 Hpa,250º (W ),3.7,6/8,3/8 SC,AC,-,1.4(24h),-,-,Cloudy
2017-10-18 18:00:00,18/10/2017,18Z,26.6,90%,1008.5 Hpa,calm.,,8/8,3/8 SC,AC,,1.4(24h),-,-,Overcast
2017-10-18 21:00:00,18/10/2017,21Z,26.3,87%,1007.9 Hpa,0º (N),0.0,8/8,6/8 ST,AS,,1.4(24h),-,-,Overcast
2017-10-19 00:00:00,19/10/2017,00Z,24.2,93%,1008.6 Hpa,90º (E),10.8,8/8,6/8 ST,AS,,13.6(24h),-,-,Overcast
2017-10-19 03:00:00,19/10/2017,03Z,25.6,96%,1010.2 Hpa,090º (E ),3.7,6/8,3/8 SC,AC,-,4.0(3h),-,24.2,Cloudy
2017-10-19 06:00:00,19/10/2017,06Z,28.0,83%,1007.9 Hpa,0º (N),0.0,8/8,3/8 SC,AS,,16.4(24h),-,-,Overcast
2017-10-19 09:00:00,19/10/2017,09Z,29.8,75%,1005.9 Hpa,50º (NE),5.4,6/8,4/8 SC,AC,-,16.4(24h),-,-,Cloudy
2017-10-19 12:00:00,19/10/2017,12Z,28.4,86%,1007.4 Hpa,90º (E),3.6,8/8,5/8 CB,AS,,16.4(24h),30.8,-,"Overcast, thunderstorm"
2017-10-19 15:00:00,19/10/2017,15Z,25.2,93%,1009.4 Hpa,50º (NE),3.6,8/8,6/8 CB,AS,,21.6(24h),-,-,"Overcast, thunderstorm"
2017-10-19 18:00:00,19/10/2017,18Z,24.4,91%,1010.0 Hpa,0º (N),0.0,8/8,5/8 SC,AS,,24.6(24h),-,-,Overcast
2017-10-19 21:00:00,19/10/2017,21Z,24.0,94%,1009.2 Hpa,0º (N),0.0,8/8,4/8 SC,AS,,26.2(24h),-,-,Overcast
2017-10-20 00:00:00,20/10/2017,00Z,29.8,70%,1009.0 Hpa,0º (N),0.0,8/8,4/8 SC,AS,,15.0(24h),-,-,Overcast
2017-10-20 03:00:00,20/10/2017,03Z,25.0,94%,1010.8 Hpa,calm.,,8/8,4/8 SC,AC,,1.0(3h),-,23.8,"Overcast, rain"
2017-10-20 06:00:00,20/10/2017,06Z,24.8,95%,1010.6 Hpa,calm.,,8/8,5/8 ST,AC,,10.0(15h),-,-,"Overcast, rain"
2017-10-20 09:00:00,20/10/2017,09Z,23.8,89%,1007.6 Hpa,130º (SE),3.7,8/8,5/8 ST,AC,,20.0(3h),-,-,"Overcast, rain"
2017-10-20 12:00:00,20/10/2017,12Z,24.6,96%,1006.8 Hpa,130º (SE),3.7,8/8,5/8 ST,AC,,22.0(15h),25.5,-,"Overcast, rain"
2017-10-20 15:00:00,20/10/2017,15Z,24.4,91%,1008.7 Hpa,160º (S ),5.6,8/8,5/8 ST,AC,,29.0(3h),-,-,"Overcast, rain"
2017-10-20 18:00:00,20/10/2017,18Z,24.2,98%,1008.1 Hpa,130º (SE),3.7,8/8,5/8 ST,AC,,40.0(15h),-,-,"Overcast, rain"
2017-10-21 00:00:00,21/10/2017,00Z,22.6,96%,1005.2 Hpa,270º (W ),7.4,8/8,6/8 ST,AC,,1.0(1h),-,-,Overcast
2017-10-21 03:00:00,21/10/2017,03Z,24.0,94%,1004.5 Hpa,130º (SE),11.1,8/8,5/8 ST,AC,,32.0(3h),-,23.5,"Overcast, rain"
2017-10-21 06:00:00,21/10/2017,06Z,24.4,91%,1002.6 Hpa,130º (SE),14.8,8/8,5/8 ST,AS,,174.5(24h),-,-,"Overcast, rain, continuous"
2017-10-21 09:00:00,21/10/2017,09Z,25.3,92%,998.9 Hpa,210º (SW),16.7,8/8,6/8 ST,AC,,24.0(3h),-,-,"Overcast, rain"
2017-10-21 12:00:00,21/10/2017,12Z,26.2,82%,999.8 Hpa,210º (SW),20.4,8/8,6/8 ST,AC,,34.0(9h),26.4,-,Overcast
2017-10-21 15:00:00,21/10/2017,15Z,25.6,80%,1002.4 Hpa,230º (SW),16.6,8/8,5/8 SC,AS,,156.9(24h),-,-,Overcast
2017-10-21 18:00:00,21/10/2017,18Z,24.2,82%,1003.3 Hpa,230º (SW),10.8,8/8,5/8 SC,AS,,146.1(24h),-,-,Overcast
2017-10-21 21:00:00,21/10/2017,21Z,22.6,96%,1002.8 Hpa,270º (W ),9.3,8/8,6/8 ST,AC,,1.0(3h),-,-,"Overcast, rain"
2017-10-22 00:00:00,22/10/2017,00Z,22.6,96%,1005.2 Hpa,270º (W),7.2,8/8,6/8 ST,AS,,131.8(24h),-,-,Overcast
2017-10-22 03:00:00,22/10/2017,03Z,23.7,90%,1008.0 Hpa,270º (W ),7.4,8/8,5/8 SC,AC,,99.4(24h),-,22.4,Overcast
2017-10-22 06:00:00,22/10/2017,06Z,25.0,83%,1007.1 Hpa,270º (W ),5.6,8/8,4/8 SC,AC,,34.6(24h),-,-,Overcast
2017-10-22 09:00:00,22/10/2017,09Z,26.8,79%,1005.7 Hpa,180º (S),5.4,5/8,4/8 SC,AS,-,10.6(24h),-,-,Cloudy
2017-10-22 12:00:00,22/10/2017,12Z,25.9,89%,1006.6 Hpa,0º (N),0.0,3/8,2/8 SC,AC,-,0.6(24h),27.4,-,Scattered clouds
2017-10-22 15:00:00,22/10/2017,15Z,24.2,93%,1008.3 Hpa,calm.,,2/8,2/8 SC,-,-,0.6(24h),-,-,"Few clouds, haze"
2017-10-22 18:00:00,22/10/2017,18Z,24.2,93%,1008.3 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,0.6(24h),-,-,Few clouds
2017-10-22 21:00:00,22/10/2017,21Z,22.8,95%,1008.7 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-10-23 00:00:00,23/10/2017,00Z,22.5,100%,1009.2 Hpa,0º (N),0.0,3/8,2/8 CB,AC,-,-,-,-,Scattered clouds
2017-10-23 03:00:00,23/10/2017,03Z,26.5,86%,1010.8 Hpa,210º (SW),3.6,0/8,-,-,-,-,-,22.4,Clear
2017-10-23 06:00:00,23/10/2017,06Z,29.2,69%,1009.4 Hpa,180º (S),3.6,5/8,4/8 SC,AC,-,-,-,-,Cloudy
2017-10-23 09:00:00,23/10/2017,09Z,30.4,60%,1006.7 Hpa,0º (N),0.0,1/8,1/8 SC,-,-,-,-,-,Few clouds
2017-10-23 12:00:00,23/10/2017,12Z,28.4,72%,1007.2 Hpa,0º (N),0.0,0/8,-,-,-,-,30.8,-,Clear
2017-10-23 15:00:00,23/10/2017,15Z,26.0,88%,1009.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-10-27 15:00:00,27/10/2017,15Z,24.2,82%,1012.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-10-27 21:00:00,27/10/2017,21Z,22.0,88%,1012.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-10-28 00:00:00,28/10/2017,00Z,21.2,92%,1012.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-10-28 03:00:00,28/10/2017,03Z,26.6,67%,1014.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,21.0,Clear
2017-10-28 06:00:00,28/10/2017,06Z,28.5,43%,1012.7 Hpa,360º (N),5.4,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-10-28 09:00:00,28/10/2017,09Z,30.0,40%,1010.6 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-10-28 21:00:00,28/10/2017,21Z,22.4,86%,1012.2 Hpa,0º (N),0.0,6/8,2/8 SC,AC,-,-,-,-,Cloudy
2017-10-29 00:00:00,29/10/2017,00Z,21.8,89%,1012.7 Hpa,calm.,,6/8,2/8 SC,AC,-,-,-,-,Cloudy
2017-10-29 03:00:00,29/10/2017,03Z,25.2,77%,1015.1 Hpa,0º (N),0.0,5/8,-,5/8 AC,-,-,-,21.6,Cloudy
2017-10-29 06:00:00,29/10/2017,06Z,28.4,53%,1014.4 Hpa,0º (N),0.0,8/8,4/8 SC,AS,,-,-,-,Overcast
2017-10-29 09:00:00,29/10/2017,09Z,25.8,84%,1013.3 Hpa,180º (S ),3.7,8/8,4/8 SC,AC,,-,-,-,Overcast
2017-10-29 12:00:00,29/10/2017,12Z,23.0,78%,1014.5 Hpa,180º (S),7.2,8/8,4/8 SC,AS,,Tr(24h),29.5,-,Overcast
2017-10-29 18:00:00,29/10/2017,18Z,21.0,88%,1016.6 Hpa,180º (S ),3.7,6/8,3/8 SC,AC,-,Tr(2h),-,-,Cloudy
2017-10-29 21:00:00,29/10/2017,21Z,20.2,92%,1015.0 Hpa,0º (N),0.0,6/8,3/8 SC,AS,-,Tr(24h),-,-,Cloudy
2017-10-30 03:00:00,30/10/2017,03Z,20.2,87%,1018.0 Hpa,180º (S),3.6,8/8,4/8 SC,AS,,0.5(24h),-,19.4,"Overcast, rain, continuous"
2017-10-30 06:00:00,30/10/2017,06Z,20.2,63%,1016.3 Hpa,180º (S ),3.7,8/8,4/8 SC,AC,,3.0(15h),-,-,"Overcast, rain"
2017-10-30 09:00:00,30/10/2017,09Z,20.0,88%,1012.4 Hpa,180º (S ),1.9,8/8,4/8 SC,AC,,3.5(24h),-,-,"Overcast, rain"
2017-10-30 12:00:00,30/10/2017,12Z,19.8,95%,1012.4 Hpa,0º (N),0.0,7/8,4/8 SC,AS,-,4.5(24h),20.8,-,Cloudy
2017-10-30 15:00:00,30/10/2017,15Z,20.0,93%,1014.2 Hpa,0º (N),0.0,3/8,2/8 SC,AS,-,4.5(24h),-,-,Scattered clouds
2017-10-30 18:00:00,30/10/2017,18Z,20.3,92%,1014.2 Hpa,0º (N),0.0,5/8,3/8 SC,AS,-,4.5(24h),-,-,Cloudy
2017-10-30 21:00:00,30/10/2017,21Z,19.6,90%,1013.0 Hpa,0º (N),0.0,6/8,3/8 SC,AS,-,4.5(24h),-,-,Cloudy
2017-10-31 00:00:00,31/10/2017,00Z,19.2,92%,1013.2 Hpa,180º (S),1.8,7/8,4/8 SC,AS,-,4.5(24h),-,-,Cloudy
2017-10-31 03:00:00,31/10/2017,03Z,21.6,85%,1015.0 Hpa,0º (N),0.0,3/8,2/8 SC,AC,-,4.0(24h),-,18.8,Scattered clouds
2017-10-31 09:00:00,31/10/2017,09Z,27.8,62%,1011.4 Hpa,230º (SW),3.6,0/8,-,-,-,-,-,-,Clear
2017-10-31 12:00:00,31/10/2017,12Z,25.4,72%,1011.7 Hpa,270º (W),3.6,0/8,-,-,-,-,28.5,-,Clear
2017-10-31 15:00:00,31/10/2017,15Z,22.8,84%,1013.5 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, haze"
2017-10-31 18:00:00,31/10/2017,18Z,21.0,94%,1014.9 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-10-31 21:00:00,31/10/2017,21Z,20.6,96%,1014.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-01 00:00:00,01/11/2017,00Z,20.4,91%,1014.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-01 03:00:00,01/11/2017,03Z,26.4,67%,1015.7 Hpa,calm.,,0/8,-,-,-,-,-,20.2,"Clear, haze"
2017-11-01 06:00:00,01/11/2017,06Z,30.0,55%,1013.9 Hpa,230º (SW),3.6,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2017-11-01 09:00:00,01/11/2017,09Z,29.3,53%,1010.9 Hpa,230º (SW),5.6,4/8,4/8 CU/SC,-,-,-,-,-,Scattered clouds
2017-11-01 12:00:00,01/11/2017,12Z,27.0,65%,1011.1 Hpa,calm.,,3/8,3/8 SC,AC,-,-,30.2,-,Scattered clouds
2017-11-01 15:00:00,01/11/2017,15Z,24.7,84%,1013.4 Hpa,360º (N),3.6,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-11-01 18:00:00,01/11/2017,18Z,23.3,92%,1013.5 Hpa,50º (NE),3.6,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-11-01 21:00:00,01/11/2017,21Z,22.6,90%,1012.9 Hpa,50º (NE),3.6,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-11-02 00:00:00,02/11/2017,00Z,22.0,88%,1012.7 Hpa,50º (NE),3.6,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-11-02 03:00:00,02/11/2017,03Z,26.2,64%,1013.8 Hpa,50º (NE),5.4,0/8,-,-,-,-,-,21.8,Clear
2017-11-02 06:00:00,02/11/2017,06Z,29.4,57%,1011.5 Hpa,50º (NE),5.4,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-11-02 09:00:00,02/11/2017,09Z,30.0,51%,1009.0 Hpa,310º (NW),5.4,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-11-02 12:00:00,02/11/2017,12Z,27.0,69%,1009.5 Hpa,310º (NW),3.6,0/8,-,-,-,-,30.6,-,Clear
2017-11-02 15:00:00,02/11/2017,15Z,24.6,80%,1011.4 Hpa,50º (NE),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-02 18:00:00,02/11/2017,18Z,22.8,89%,1011.6 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-02 21:00:00,02/11/2017,21Z,21.4,86%,1011.7 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-03 00:00:00,03/11/2017,00Z,21.2,87%,1011.8 Hpa,360º (N),1.8,0/8,-,-,-,-,-,-,Clear
2017-11-03 03:00:00,03/11/2017,03Z,26.0,69%,1013.5 Hpa,50º (NE),5.4,0/8,-,-,-,-,-,20.9,Clear
2017-11-03 06:00:00,03/11/2017,06Z,29.6,56%,1011.2 Hpa,360º (N),9.0,0/8,-,-,-,-,-,-,Clear
2017-11-03 09:00:00,03/11/2017,09Z,30.7,56%,1006.9 Hpa,340º (N),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-03 12:00:00,03/11/2017,12Z,28.2,43739%,1009.7 Hpa,300º (NW),1.8,0/8,-,-,-,-,31.3,-,Clear
2017-11-03 15:00:00,03/11/2017,15Z,25.7,80%,1012.0 Hpa,200º (S),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-03 18:00:00,03/11/2017,18Z,23.6,90%,1012.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-03 21:00:00,03/11/2017,21Z,22.8,89%,1011.8 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-04 00:00:00,04/11/2017,00Z,22.2,87%,1011.9 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-04 03:00:00,04/11/2017,03Z,26.8,70%,1013.9 Hpa,0º (N),0.0,0/8,-,-,-,-,-,22.0,Clear
2017-11-04 06:00:00,04/11/2017,06Z,30.0,62%,1012.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
2017-11-04 09:00:00,04/11/2017,09Z,32.5,50%,1009.9 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2017-11-04 12:00:00,04/11/2017,12Z,29.6,71%,1010.3 Hpa,0º (N),0.0,3/8,2/8 SC,AC,-,-,33.5,-,Scattered clouds
2017-11-04 15:00:00,04/11/2017,15Z,27.4,72%,1012.8 Hpa,50º (NE),5.4,5/8,2/8 SC,AC,-,-,-,-,Cloudy
2017-11-04 18:00:00,04/11/2017,18Z,25.6,85%,1012.9 Hpa,0º (N),0.0,3/8,1/8 SC,AC,-,-,-,-,Scattered clouds
2017-11-04 21:00:00,04/11/2017,21Z,23.8,89%,1011.6 Hpa,0º (N),0.0,2/8,-,2/8 AC,-,-,-,-,Few clouds
2017-11-05 00:00:00,05/11/2017,00Z,23.0,94%,1012.6 Hpa,calm.,,2/8,-,2/8 AC,-,-,-,-,Few clouds
2017-11-05 03:00:00,05/11/2017,03Z,28.0,69%,1014.0 Hpa,calm.,,0/8,-,-,-,-,-,22.8,Clear
2017-11-05 06:00:00,05/11/2017,06Z,30.8,49%,1012.3 Hpa,310º (NW),5.4,0/8,-,-,-,-,-,-,Clear
2017-11-05 09:00:00,05/11/2017,09Z,32.0,49%,1009.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-05 12:00:00,05/11/2017,12Z,29.0,58%,1009.4 Hpa,0º (N),0.0,0/8,-,-,-,-,33.0,-,Clear
2017-11-05 15:00:00,05/11/2017,15Z,27.0,78%,1011.5 Hpa,360º (N),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-05 18:00:00,05/11/2017,18Z,25.2,87%,1011.6 Hpa,360º (N),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-05 21:00:00,05/11/2017,21Z,23.6,90%,1010.9 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-06 00:00:00,06/11/2017,00Z,22.0,94%,1011.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-06 03:00:00,06/11/2017,03Z,26.6,71%,1013.0 Hpa,0º (N),0.0,0/8,-,-,-,-,-,22.0,Clear
2017-11-06 06:00:00,06/11/2017,06Z,30.3,50%,1011.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-06 09:00:00,06/11/2017,09Z,31.4,50%,1009.0 Hpa,360º (N),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-06 12:00:00,06/11/2017,12Z,28.0,61%,1009.5 Hpa,0º (N),0.0,0/8,-,-,-,-,32.0,-,Clear
